обсуждение	ендожуеибс	убнждиосее	еесбодиунж
читать	атиьтч	аичтьт	чттиаь
текущая	аяукетщ	кщутеяа	щеуткая
версия	рявеис	ярисве	рясиве
править	атвьпри	иртвьап	трпвьиа
править	вьатрип	тпивьра	авиртпь
код	окд	код	дко
история	ияриост	яоиитср	ярсиоти
поиск	сикпо	коисп	кпоис
заглавная	влгаанзяа	алгавзяан	ланзаваяг
страница	итраацнс	сарцтина	снатраци
рубрикация	крцбуяиаир	икябуррица	кцираяибру
указатель	еаьаклзут	заеулкать	екьзуатал
а	а	а	а
			
я	я	я	я
избранные	енызрабни	ныебризан	нбенирзаы
статьи	атитсь	истать	таиьтс
случайная	ачйсуяалн	наасяйучл	яачйуласн
статья	ятсьта	асятьт	тьтяас
текущие	уекщтеи	теукиещ	ищтекеу
события	иясобты	бистыяо	оыбясит
участие	тусчиеа	ечисуат	иестчау
сообщить	тбсьщоио	бсооьищт	щибооьст
об	об	об	об
ошибке	бшиеок	еибошк	икбоше
сообщество	сбвщосеоот	тоссебвоощ	овбсесощот
форум	оумфр	рмоуф	рмуоф
свежие	жвесеи	сеижве	ежвеис
правки	авкрип	рвикап	апрвик
новые	оыенв	ыевно	оенвы
страницы	итырснца	рцнаситы	ынстицра
справка	квпраса	ксвраап	пкрвсаа
пожертвовать	атжвпоьвроет	пажрвтеоьвот	авртоепжвтоь
инструменты	нысрмиетутн	ннтсуемыитр	тумеринсныт
ссылки	ысликс	сиклыс	слыикс
сюда	юсад	дсаю	юсда
связанные	езаннсявы	нвеаяыснз	знсеняавы
правки	рикапв	кпвраи	рапвик
спецстраницы	асциртпнсцеы	птынсаеиццср	исццатрпнсые
постоянная	яяаоспннот	онояняпаст	яносаянопт
ссылка	ыкассл	кслыас	клссыа
сведения	явдеиенс	снияедве	яевсдиен
о	о	о	о
странице	аритесцн	нцертаис	цестиран
цитировать	итцвтрьаои	ирциттьвао	ацивтьоитр
страницу	ауртнцси	сцуиртна	унирацст
печать/экспорт	епчэс/отраьптк	таропьс/ткэпче	атпкчесоэп/рть
создать	оазьдтс	оьтазсд	ьсзотда
книгу	гкиун	икунг	никгу
скачать	тсаьчак	чкаьатс	ьчсткаа
как	как	как	кка
pdf	fdp	pfd	pfd
версия	еярсви	ирявсе	иреясв
для	ядл	ядл	для
печати	тичаеп	иечпат	тпчиае
в	в	в	в
других	дуихрг	ихудгр	ирхгду
проектах	аехроптк	хотпреак	покхерат
викисклад	квиласкид	исдиалвкк	илдксвика
элемент	еетмнлэ	енмэелт	эметенл
викиданных	ндииакхнвы	иднниахквы	анкдихивны
на	на	ан	ан
других	гхдруи	иухдрг	дугхир
языках	хаыязк	азыкях	ызхкая
azərbaycanca	əacyrancazba	azcrəaayncba	əcacynzaraba
english	gehsnli	sglinhe	snigehl
español	leñpoas	añslpeo	sapñole
suomi	iomus	omisu	imuos
हिन्दी	ीद्हनि	्दहिनी	द्िीहन
italiano	aotaiinl	inatoila	ontliiaa
português	prêuosugt	uurpêstgo	uêogrtusp
српски	иксспр	спкрси	рспски
/	/	/	/
srpski	ikrpss	sirspk	rksips
中文	文中	中文	中文
править	раипьвт	иапвтрь	впатриь
ссылки	ыссилк	лискыс	ыкиссл
эта	эта	эат	эта
страница	цсатраин	итраанцс	рнаситац
последний	сйлопнеид	енпсйилод	ейнидлпсо
раз	арз	раз	рза
была	алыб	ыабл	ыбал
отредактирована	енвткадооарртаи	роаоиатдкртавен	иартртвконедоаа
			
июля	яиюл	ляию	яюил
			
в	в	в	в
:	:	:	:
текст	етстк	екстт	есктт
доступен	естпудон	нстпдуео	упндсоте
по	по	оп	оп
лицензии	низиелиц	цииелизн	цизнеиил
creative	vacteeir	ceativre	vrieeact
commons	mcnosom	cmmnoso	ocnmosm
attribution-sharealike	ttuakrlaioeiarbshit-en	ontr-utlraieeaiatksibh	ntusratlrhaobieikaie-t
в	в	в	в
отдельных	еондльтых	хыьетдолн	тыьохледн
случаях	улчсхяа	схяаулч	чслауях
могут	тоугм	тмгоу	гуотм
действовать	айтдоевсьвт	дейоввсьатт	астдвьовйет
дополнительные	ееллодыоипьтнн	лдипеынооьелнт	нтьыпоилнлдоее
условия	иуолясв	исялвоу	ляиувсо
подробнее	дорпбеено	еопбендро	ендеборпо
см	см	мс	мс
условия	ловисяу	усялвио	иуосвля
использования	япольвиозисна	зьалвяинписоо	ьиаявоизлпсно
wikipedia®	a®ekidpiwi	idiweak®pi	apeiw®kiid
			
зарегистрированный	йреогиантвзраисрын	озыррнаеигрвийстан	ваотрризныйенсарги
товарный	ыавонртй	аортвыйн	тйыванро
знак	акзн	нзак	акзн
некоммерческой	кйеокрнчммеосе	чсморкномеекей	ооейкмсенмеркч
организации	риииаогзнца	зиицнигаора	зрноиаигица
wikimedia	dwiaimkei	awiiikdem	dawiimiek
foundation	itafnnoduo	uinatoonfd	ndouoftian
inc	cni	nic	inc
свяжитесь	еяижсьвст	яеьсстижв	ясстежвьи
с	с	с	с
нами	имна	инам	ианм
политика	лкиоипат	ликопита	иоакитпл
конфиденциальности	тиьдкцнсооаефниилн	иьелоианнцфдсоитнк	илдонтоцьесакнфиин
описание	оеиапсин	опесиани	оииапнес
википедии	дпвкиииеи	пиекдииви	вииикдеип
отказ	тзока	ткоаз	зотак
от	то	от	от
ответственности	овенстотствнтие	овтсттеисетонвн	сеоннтистеттовв
разработчики	аарзткиичбор	рчааизбкитор	чотрзиикбаар
соглашение	ашгелсниео	шаглнисоее	еоашгилнсе
о	о	о	о
cookie	okcoie	kioceo	ckeioo
мобильная	мнляиаьбо	яномлаьби	мьиоябанл
версия	ярвсие	срявеи	свиеяр
wikimedia	iawkdmiei	eaiwmkidi	iawidimek
foundation	nooudanfit	niftudnaoo	oatonifnud
powered	rowdepe	owepedr	pedorew
by	by	by	by
mediawiki	imekdiawi	iewdaiimk	ikwmieadi
